" Rosenbaum, David M ",BER, , 0 , 0 , 0 , 1935 , 0 
" Sabean, Cole ",BER, , 0 , 0 , 0 , 2009 , 0 
" Saini, Baljit ",BER, , 0 , 0 , 0 , 1954 , 0 
" Saunders, Pete ",BER, , 0 , 0 , 0 , , 19 
" Scanlon, Nicholas ",BER, , 0 , 0 , 0 , 1980 , 0 
" Shanks, David ",BER, , 0 , 0 , 0 , 1941 , 0 
" Simmons, Carlton ",BER, , 0 , 0 , 0 , 1977 , 0 
" Simmons, Daniel ",BER, , 0 , 0 , 0 , 2002 , 0 
" Simmons, Ocean ",BER, , 0 , 0 , 0 , 2009 , 3 
" Smith, Allan ",BER, , 0 , 1591 , 0 , 1950 , 4 
" Smith, Angelo ",BER, , 0 , 0 , 0 , 1990 , 1 
" Smith, Joseph ",BER, , 0 , 0 , 0 , 1980 , 15 
" Smith, Martina ",BER, , 0 , 0 , 1245 , , 0 
" Spencer, Marcus ",BER, , 0 , 0 , 0 , 2010 , 0 
" Steinhoff, Shane ",BER, , 0 , 0 , 0 , 2002 , 0 
" Swift, Rhys ",BER, , 0 , 0 , 0 , 2007 , 0 
" Tavares, Shane ",BER, , 0 , 0 , 0 , 2003 , 12 
" Thomas, Jack ",BER, , 0 , 0 , 0 , , 1 
" Thomas, Sandy ",BER, , 0 , 0 , 0 , 1950 , 0 
" Toavs, Elijah ",BER, , 0 , 0 , 0 , 2001 , 1 
" Todd, Ashley ",BER, , 0 , 0 , 0 , 2007 , 11 
" Trott, Amiel ",BER, , 0 , 0 , 0 , 2009 , 3 
" Trott, Neil ",BER, , 0 , 0 , 0 , , 0 
" Trott, Terrai ",BER, , 0 , 0 , 0 , 2007 , 0 
" Troutman, Kenneth R ",BER, , 0 , 0 , 0 , 1948 , 7 
 Urbain Zibo ,BER, , 0 , 0 , 0 , 1970 , 0 
" Valadao, Kyle ",BER, , 0 , 0 , 0 , 2010 , 0 
" Varwandkar, Aditi ",BER, , 0 , 0 , 0 , 2010 , 0 
" Woolridge, A ",BER, , 0 , 0 , 0 , 1970 , 0 
" Worrell, Shuaib ",BER, , 0 , 0 , 0 , 1980 , 4 
" Yerbury, Paul ",BER, , 0 , 0 , 0 , 1942 , 35 
" Young, Kyaunte ",BER, , 0 , 0 , 0 , 2002 , 0 
" Young, Stevonte ",BER, , 0 , 0 , 0 , 2003 , 2 
 Bhakta Bahadur Monger ,BHU, , 1899 , 0 , 0 , 1991 , 16 
 Suk Raj Monger ,BHU, , 1736 , 0 , 0 , 1997 , 18 
 Ugyen Wangchuk ,BHU, , 1727 , 0 , 0 , 1982 , 13 
 kelzang Tshering ,BHU, , 1662 , 0 , 0 , 1997 , 10 
" Karma, Sonam ",BHU, , 1661 , 0 , 0 , 1995 , 7 
 Cheda ,BHU, , 1568 , 0 , 0 , 1976 , 10 
" Rai, Anand ",BHU, , 1487 , 1505 , 0 , 1991 , 8 
" Rai, Kiran ",BHU, , 1460 , 0 , 0 , 1984 , 0 
" Rai, Binod ",BHU, , 1408 , 1452 , 0 , 1992 , 8 
 Sonam Choden ,BHU, , 1382 , 0 , 0 , 1999 , 15 
" Thingh, Pasang Tobgyel ",BHU, , 1324 , 0 ,  0 , 1990 , 0 
 Karma Gyelmo ,BHU, , 1268 , 0 , 0 , 2004 , 13 
" Dorji, Sonam ",BHU, , 1158 , 0 , 0 , 1989 , 0 
 Asha huang Limboo ,BHU, , 1045 , 0 , 0 , 1997 , 14 
 Adhrit Deep Dahal ,BHU, , 0 , 0 , 0 , 2011 , 0 
 chencho lham ,BHU, , 0 , 0 , 0 , 2004 , 0 
" Cheten, Dhendup ",BHU, , 0 , 0 , 0 , 1988 , 0 
" Chhetri, Noven ",BHU, , 0 , 0 , 0 , 1986 , 0 
" Dahal, Govinda ",BHU, , 0 , 0 , 0 , 1992 , 0 
" Dechay, Ugyen ",BHU, , 0 , 0 , 0 , 1993 , 0 
 Dechen Kinzang Pelden ,BHU, , 0 , 0 , 0 , 2006 , 0 
" Dem, Phub ",BHU, , 0 , 0 , 0 , 1998 , 0 
" Dem, Yeshi ",BHU, , 0 , 0 , 0 , , 0 
 Deo Dhan Rai ,BHU, , 0 , 0 , 0 , 2001 , 0 
" Dhendup, Palden ",BHU, , 0 , 0 , 0 , 2001 , 0 
 Dodrul yeshey rangdol ,BHU, , 0 , 0 , 0 , 2008 , 0 
" Dorji, Jamyang ",BHU, , 0 , 0 , 0 , 1983 , 0 
" Dorji, Layke ",BHU, , 0 , 0 , 0 , 1965 , 0 
" Dorji, Pempa ",BHU, , 0 , 0 , 0 , 1995 , 0 
" Dorji, Tshering ",BHU, , 0 , 0 , 0 , 1990 , 12 
" Gurung, Keshav Raj ",BHU, , 0 , 0 , 0 , 1973 , 0 
" Gyamtsho, Ly Thinley ",BHU, , 0 , 0 , 0 , , 0 
" Gyeltshen, Sonam ",BHU, , 0 , 0 , 0 , , 0 
 Jamtsho ,BHU, , 0 , 0 , 0 , 1989 , 0 
" Jamtsho, Yonten ",BHU, , 0 , 0 , 0 , 1994 , 0 
 jigme lhendup ,BHU, , 0 , 0 , 0 , 2004 , 0 
 Karma Choden ,BHU, , 0 , 0 , 0 , 2006 , 0 
 Karma Lhendup ,BHU, , 0 , 0 , 0 , 2008 , 0 
" Karma, Thuenzair Shaun ",BHU, , 0 , 0 , 0 , 2003 , 0 
 Kinga Tshering ,BHU, , 0 , 0 , 0 , 2006 , 0 
 Kinga Zangpo ,BHU, , 0 , 0 , 0 , 2008 , 0 
 Kinley Dorji ,BHU, , 0 , 0 , 0 , 1978 , 0 
 Kinzang Norbu ,BHU, , 0 , 0 , 0 , 2000 , 0 
 Krishna Gurung ,BHU, , 0 , 0 , 0 , 2004 , 0 
 Kuenzang Pem ,BHU, , 0 , 0 , 0 , 1977 , 0 
" Lekey, Dorji ",BHU, , 0 , 0 , 0 , 1970 , 0 
 Lekzang Jayoed Dorji ,BHU, , 0 , 0 , 0 , 1999 , 0 
" Lhaden, Ugyen ",BHU, , 0 , 0 , 0 , 1993 , 0 
 Lhatu ,BHU, , 0 , 0 , 0 , , 0 
" Lhawang, Sangay ",BHU, , 0 , 0 , 0 , 1967 , 0 
 Lhundrup M Dorji ,BHU, , 0 , 0 , 0 , 2009 , 12 
" Malla, Kesav ",BHU, , 0 , 0 , 0 , , 17 
" Namcha, Tshering Jigdrel ",BHU, , 0 , 0 , 0 , 1987 , 0 
 Namgay Dolma ,BHU, , 0 , 0 , 0 , 2008 , 14 
" Nath, Om Biswa ",BHU, , 0 , 0 , 0 , 1991 , 0 
" Ngyamtso, Jignam ",BHU, , 0 , 0 , 0 , 1992 , 0 
" Nil, Wangay ",BHU, , 0 , 0 , 0 , 1968 , 0 
" Nima, Choki ",BHU, , 0 , 0 , 0 , 1998 , 0 
 Norbu ,BHU, , 0 , 0 , 0 , 1987 , 0 
" OM,KENCHO ",BHU, , 0 , 0 , 0 , 2000 , 0 
 Pema Choden Tamang ,BHU, , 0 , 0 , 0 , 2007 , 0 
 Pema Rinchen ,BHU, , 0 , 0 , 0 , 1991 , 15 
 Pema Yangsel Dorji ,BHU, , 0 , 0 , 0 , 2009 , 9 
 Pema Youden ,BHU, , 0 , 0 , 0 , 2011 , 0 
" Penjor, Tshering ",BHU, , 0 , 0 , 0 , 1999 , 0 
" Pradhan, Hira Lal ",BHU, , 0 , 0 , 0 , 1986 , 0 
 Prithvi Raj Adhikari ,BHU, , 0 , 0 , 0 , 2007 , 0 
" Rabgyel, Tashi ",BHU, , 0 , 0 , 0 , 1998 , 0 
" Rai, Bhim Kumar ",BHU, , 0 , 0 , 0 , 1997 , 0 
" Rai, Roshan ",BHU, , 0 , 0 , 0 , 1995 , 0 
" Rangdel, Sherub ",BHU, , 0 , 0 , 0 , 1989 , 0 
 Rinchen Dorji ,BHU, , 0 , 0 , 0 , 1998 , 0 
 sangay chedon ,BHU, , 0 , 0 , 0 , 2009 , 0 
 Sangay Khandu ,BHU, , 0 , 0 , 0 , 1997 , 0 
 Sangay Nidup ,BHU, , 0 , 0 , 0 , 2003 , 0 
 sherub wangchuk ,BHU, , 0 , 0 , 0 , 2009 , 0 
 Sidhanth Bhandari ,BHU, , 0 , 0 , 0 , 2012 , 0 
" Singye, Karma ",BHU, , 0 , 0 , 0 , 1994 , 0 
 Sonam Deki ,BHU, , 0 , 0 , 0 , 2006 , 0 
 Sonam Nima Wangchuk ,BHU, , 0 , 0 , 0 , 2014 , 0 
 sonam tshomo ,BHU, , 0 , 0 , 0 , 2006 , 0 
" Subba, Bhim Kumar ",BHU, , 0 , 0 , 0 , 1996 , 0 
 Tandin Dorji ,BHU, , 0 , 0 , 0 , 2001 , 14 
 Tandin Phurba ,BHU, , 0 , 0 , 0 , 1990 , 0 
 Tandin Wangchuk Tobgay ,BHU, , 0 , 0 , 0 , 2008 , 0 
" Tashi, Lhamo ",BHU, , 0 , 0 , 0 , 1994 , 0 
 Tenzin Jigdrel ,BHU, , 0 , 0 , 0 , 2003 , 0 
 Thinlay Sangay ,BHU, , 0 , 0 , 0 , 1998 , 0 
 Thinley Palden Dorji ,BHU, , 0 , 0 , 0 , 1975 , 0 
" Thinley, Kinzang ",BHU, , 0 , 0 , 0 , 2001 , 0 
 Tshering Choden ,BHU, , 0 , 0 , 0 , 2006 , 0 
 Tshering Deki ,BHU, , 0 , 0 , 0 , 2011 , 0 
 Tshering Zam ,BHU, , 0 , 0 , 0 , 1988 , 0 
" Tshering, Kuenga ",BHU, , 0 , 0 , 0 , 2000 , 0 
" Tshering, Tashi ",BHU, , 0 , 0 , 0 , 1995 , 0 
 Ugyen Jamtsho Rai ,BHU, , 0 , 0 , 0 , 2007 , 0 
 ugyen penjor ,BHU, , 0 , 0 , 0 , 2003 , 0 
 Wangchuk Dorji ,BHU, , 0 , 0 , 0 , 2008 , 0 
" Wangchuk, Tandin ",BHU, , 0 , 0 , 0 , 1996 , 7 
" Wangchuk, Ugyen Wangchuk ",BHU, , 0 , 0 , 0 , 1986 , 9 
 wangdi gyeltshen ,BHU, , 0 , 0 , 0 , 2002 , 0 
" Wangdi, Leki ",BHU, , 0 , 0 , 0 , 1999 , 0 
" Wangmo, Gallay ",BHU, , 0 , 0 , 0 , 2000 , 0 
" Wangmo, Pema ",BHU, , 0 , 0 , 0 , 1995 , 0 
" Wangmo, Yeshi ",BHU, , 0 , 0 , 0 , 1996 , 0 
" Yangchen, Lilly ",BHU, , 0 , 0 , 0 , 1998 , 0 
" Yangchen, Lwoesel ",BHU, , 0 , 0 , 0 , 2001 , 0 
" Yangden, Karma ",BHU, , 0 , 0 , 0 , 1996 , 0 
 Yeshey Ngedup ,BHU, , 0 , 0 , 0 , 2006 , 0 
" Zambrana, Osvaldo ",BOL, GM , 2417 , 2464 , 2392 , 1981 , 0 
" Gemy, Jose Daniel ",BOL, IM , 2354 , 2285 , 2369 , 1992 , 639 
" Bolanos, Fernando ",BOL, CM , 2266 , 2272 , 2166 , 2000 , 365 
" Blondel, Javier ",BOL, , 2256 , 0 , 0 , , 0 
" Pinto, Daniel ",BOL, FM , 2249 , 2156 , 2149 , 2001 , 327 
" Ticona Rocabado, Licael Roderick ",BOL, , 2246 , 2146 , 2146 , 2008 , 156 
 Carlo Luis M. ,BOL, , 2237 , 0 , 0 , , 1 
" Ferrufino, Alfonso ",BOL, CM , 2228 , 0 , 0 , 1967 , 0 
" Baptista, Guy ",BOL, , 2224 , 0 , 0 , , 75 
" Duchen, Wilhem ",BOL, , 2210 , 0 , 0 , , 0 
" Ayala, Roberto ",BOL, , 2209 , 0 , 0 , , 7 
" Vera, Pavel ",BOL, , 2209 , 2109 , 2109 , 2002 , 138 
" Mendoza, Rodrigo ",BOL, , 2208 , 2188 , 2174 , 1994 , 140 
" Zarco, Jose ",BOL, , 2207 , 0 , 0 , , 36 
" Martinez, Gustavo ",BOL, , 2205 , 0 , 0 , 1943 , 382 
" Titichoca Daza, Daniel ",BOL, CM , 2205 , 2135 , 2105 , 2003 , 489 
" Chavez, Romelio ",BOL, , 2204 , 0 , 0 , 1943 , 51 
" Solares, Marco ",BOL, , 2202 , 0 , 0 , , 17 
" Aguilar, Humberto ",BOL, , 2197 , 0 , 2097 , , 0 
" Aguilar, Luis Miguel ",BOL, FM , 2195 , 0 , 2095 , 1999 , 225 
 Carvajal A. Juan ,BOL, , 2195 , 0 , 0 , 1930 , 0 
" Aragon, Carlos ",BOL, , 2193 , 0 , 0 , , 4 
" Atristain, Josue ",BOL, , 2191 , 0 , 0 , , 0 
" Roldan, Rodrigo ",BOL, , 2191 , 0 , 0 , , 82 
" Delgadillo, Adonay ",BOL, FM , 2176 , 2284 , 2103 , 1994 , 220 
" Guzman, Enrique ",BOL, , 2173 , 0 , 0 , , 89 
" Fernandez, Gery ",BOL, , 2166 , 0 , 0 , , 282 
" Anez, Jorge ",BOL, , 2165 , 0 , 0 , 1985 , 45 
" Rozo, Paulo ",BOL, FM , 2164 , 0 , 2097 , 1995 , 87 
" Lopez, Mario Yber ",BOL, FM , 2163 , 2208 , 2122 , 1959 , 96 
" Sustach, Marcos ",BOL, FM , 2162 , 2171 , 2121 , 1968 , 126 
" Serrano, Marcelo ",BOL, , 2156 , 0 , 0 , , 5 
" Soria, Diana ",BOL, , 2156 , 0 , 0 , , 1 
" Mendoza, Raul ",BOL, , 2155 , 0 , 0 , , 28 
" Cueto, Jonny ",BOL, IM , 2149 , 2295 , 2212 , 1972 , 275 
" Berrocal, Jorge ",BOL, FM , 2145 , 0 , 0 , 1956 , 181 
" Castillo, Ruben ",BOL, , 2145 , 0 , 0 , 1982 , 57 
" Anez, Carlos ",BOL, , 2141 , 2088 , 2145 , , 6 
" Mendoza, Alvaro Rodrigo ",BOL, , 2141 , 0 , 0 , 1985 , 19 
" Mendoza, Daniel ",BOL, , 2141 , 0 , 0 , , 6 
" Uriarte, Carlos ",BOL, , 2141 , 0 , 0 , , 9 
" Lopez, Victor Hugo ",BOL, , 2139 , 2123 , 0 , 1971 , 11 
" Caceres, Diego ",BOL, , 2132 , 0 , 0 , 1989 , 71 
" Guerra, Daniel Ruben ",BOL, , 2129 , 0 , 0 , 1983 , 7 
" Angulo P., Carlos ",BOL, , 2126 , 2150 , 0 , 1987 , 0 
" Rivas, Oswaldo ",BOL, , 2126 , 0 , 0 , 1946 , 44 
" Lopez, Marcial ",BOL, , 2124 , 0 , 0 , , 82 
" Martinez, Ariel ",BOL, , 2121 , 2247 , 2096 , 1990 , 104 
" Patino, Vladimir ",BOL, , 2121 , 0 , 0 , , 17 
" Andrade, Marko ",BOL, , 2119 , 0 , 0 , 1980 , 64 
" Borda, Alan ",BOL, FM , 2116 , 0 , 0 , 1986 , 120 
" Cruz Condori, Alfredo ",BOL, FM , 2115 , 2089 , 2039 , 1968 , 88 
" Martinez, Amilca ",BOL, , 2114 , 0 , 0 , , 5 
" Parraga, Alejandro ",BOL, , 2107 , 2198 , 2120 , 1985 , 182 
" Daza, Manfredo ",BOL, , 2101 , 0 , 0 , 1969 , 18 
" Agreda P., Mario ",BOL, , 2098 , 0 , 2098 , 1988 , 3 
" Paredes, Omar ",BOL, , 2097 , 0 , 1997 , , 8 
" Rengel, Mario ",BOL, , 2094 , 0 , 2115 , 1968 , 25 
" Medrano, Sebastian ",BOL, , 2093 , 1993 , 1998 , 2000 , 84 
" Parraga, Antonio ",BOL, , 2090 , 0 , 0 , 1987 , 0 
" Carlo, Daniel ",BOL, , 2089 , 0 , 2027 , 1990 , 87 
" Nunez, Alan ",BOL, , 2087 , 0 , 0 , 1985 , 30 
" Vargas, Julio ",BOL, , 2085 , 0 , 0 , 1960 , 1 
" Campero, Ronald ",BOL, FM , 2082 , 2125 , 2058 , 1973 , 185 
" Parada, Felipe ",BOL, , 2082 , 1992 , 1982 , 1994 , 25 
" Loayza, Federico ",BOL, , 2079 , 0 , 0 , 1957 , 0 
" Filipps, Yamil ",BOL, , 2078 , 1978 , 1978 , 1998 , 94 
" Vargas A., Pablo ",BOL, , 2078 , 0 , 0 , , 0 
" Valverde, Reynaldo ",BOL, , 2075 , 0 , 0 , , 8 
" Arias, Pablo ",BOL, CM , 2070 , 0 , 1970 , 1995 , 87 
" Mimailova, Neli ",BOL, , 2070 , 0 , 0 , , 0 
" Vila Castro, Carlos Johnny ",BOL, , 2070 , 0 , 2106 , 1967 , 37 
" Chavez, Fernando ",BOL, , 2068 , 0 , 0 , , 35 
" Vega, Joel ",BOL, , 2064 , 0 , 0 , 1997 , 0 
" Saavedra, Carlos ",BOL, FM , 2059 , 2151 , 2050 , 1957 , 196 
" Celis, Kevin ",BOL, , 2058 , 2086 , 2068 , 1994 , 46 
" Canqui, Jose ",BOL, , 2056 , 0 , 0 , , 0 
" Pinto, Juan ",BOL, , 2055 , 0 , 0 , 1987 , 20 
" Trujillo, Cristian ",BOL, , 2054 , 0 , 0 , , 0 
" Miranda, Luis ",BOL, , 2053 , 0 , 2149 , 1971 , 18 
" Lopez A., Richard ",BOL, , 2050 , 0 , 1950 , 1996 , 0 
" Paredes, Humberto ",BOL, , 2050 , 0 , 0 , , 8 
" Armaza, Jose Luis ",BOL, , 2048 , 2031 , 0 , 1969 , 0 
" Mendoza, Guillermo ",BOL, , 2044 , 0 , 0 , 1985 , 8 
" Abdala, Jorge ",BOL, , 2043 , 0 , 0 , 1971 , 11 
" Coba, Freedy ",BOL, , 2037 , 0 , 0 , , 0 
" Patty, Oscar ",BOL, , 2036 , 2021 , 0 , 1977 , 0 
" Ayala, Erick ",BOL, , 2034 , 0 , 0 , , 0 
" Robles, Gustavo ",BOL, , 2032 , 1987 , 1933 , 1981 , 16 
" Porcel, Alvaro ",BOL, , 2031 , 0 , 0 , , 1 
" Borda, Cesar ",BOL, CM , 2029 , 0 , 2021 , 1998 , 16 
" Nunez, Irving ",BOL, , 2028 , 0 , 0 , , 30 
" El Hage, Saulo ",BOL, , 2024 , 0 , 1999 , , 0 
" Ramirez, Maria Eugenia ",BOL, WFM , 2023 , 1978 , 1941 , 1988 , 350 
" Mamani, Jorge ",BOL, , 2018 , 0 , 0 , , 1 
" Medrano, Daniel ",BOL, , 2018 , 0 , 0 , , 6 
" Jaldin, Javier ",BOL, , 2012 , 0 , 0 , 1964 , 25 
" Maldonado, Felix ",BOL, , 2012 , 0 , 0 , , 13 
" Zenteno, Jorge ",BOL, , 2011 , 0 , 0 , 1952 , 0 
" Soto, Noe ",BOL, , 2007 , 0 , 0 , 1992 , 21 
" Guispe, Ana Maria ",BOL, , 2005 , 0 , 0 , , 14 
" Soliz, Fernando ",BOL, , 1998 , 0 , 0 , , 2 
" Monroy G., Javier A. ",BOL, , 1993 , 2105 , 2147 , 1994 , 0 
" Mayta Aiza, Maveric ",BOL, , 1990 , 0 , 1890 , 2007 , 84 
" Calle, Julio ",BOL, , 1989 , 0 , 0 , , 20 
" Trigo, Oswaldo ",BOL, , 1988 , 1946 , 1914 , 1956 , 9 
" Gutierrez, Jose Luis ",BOL, , 1985 , 0 , 0 , 1981 , 0 
" Medrano, Mario ",BOL, , 1985 , 2048 , 1885 , 1991 , 130 
" Rivero, Yecid ",BOL, , 1982 , 0 , 1947 , , 9 
" Huanca, Edson ",BOL, , 1980 , 0 , 1880 , 1999 , 37 
" Mendoza, Fredy ",BOL, , 1980 , 2010 , 1977 , 1967 , 3 
" Flores, Daniel ",BOL, , 1979 , 0 , 0 , , 15 
" Luna, Raisa ",BOL, WFM , 1979 , 0 , 0 , 1990 , 70 
 montano jose ,BOL, , 1979 , 1942 , 0 , 1985 , 0 
" Almendras, Elias ",BOL, , 1976 , 2043 , 2104 , 1982 , 45 
" Salazar, David ",BOL, , 1976 , 0 , 1919 , 1949 , 21 
" Flores, Juan Carlos ",BOL, , 1975 , 1920 , 1956 , 1979 , 3 
" Mariscal, Rodrigo ",BOL, , 1974 , 0 , 1874 , 1999 , 26 
" Ibarra, Horacio ",BOL, , 1973 , 0 , 0 , 1998 , 0 
" Murillo, Alejandro ",BOL, , 1973 , 0 , 1926 , , 14 
" Martinez, A. ",BOL, , 1971 , 0 , 0 , 1988 , 1325 
" Loza, Carlos ",BOL, , 1970 , 2074 , 2041 , 1961 , 0 
" Zubieta, Magin ",BOL, , 1968 , 0 , 0 , , 36 
" Cordero, Daniela ",BOL, WIM , 1967 , 1981 , 1867 , 1992 , 463 
" Luna, Rolando ",BOL, , 1967 , 0 , 1960 , 1961 , 0 
" Parada, Alexandre ",BOL, , 1967 , 0 , 0 , , 0 
" Avila, Carlos ",BOL, CM , 1964 , 1866 , 1968 , 2001 , 87 
" Mollo, Jhoan ",BOL, FM , 1964 , 1864 , 1918 , 2003 , 245 
" Arias, Jorge ",BOL, , 1963 , 0 , 1910 , 1984 , 499 
" Contreras, Benny ",BOL, , 1962 , 0 , 0 , , 0 
" Barrenechea, Stefanie ",BOL, , 1958 , 0 , 0 , 1989 , 40 
" Valderama, Jose ",BOL, , 1958 , 0 , 0 , , 2 
" Borda Rivera, Carla Wendy ",BOL, WCM , 1955 , 1956 , 0 , 1989 , 129 
" Solano, Juan Pablo ",BOL, , 1955 , 1983 , 1974 , 1996 , 0 
" Meza Crespo, Dario ",BOL, , 1953 , 2042 , 1853 , 2001 , 71 
" Gonzalez Justiniano, Roberto ",BOL, , 1951 , 1933 , 0 , 1987 , 0 
" Calla, Saul ",BOL, , 1948 , 1933 , 1940 , , 4 
" Maceda, Marcio ",BOL, , 1947 , 0 , 1981 , 1986 , 32 
" Pardo, Santiago ",BOL, , 1942 , 0 , 0 , 1966 , 57 
" Rosell, Percy ",BOL, , 1941 , 0 , 0 , , 47 
" Gutierrez, Roger ",BOL, , 1940 , 0 , 1893 , 1983 , 1 
" Quispe, Jesus M. ",BOL, , 1932 , 0 , 0 , 1994 , 0 
" Vidaurre, Luis ",BOL, , 1932 , 1967 , 1876 , 1997 , 69 
" Montero, Kusevic ",BOL, , 1931 , 1975 , 1965 , , 11 
" Monroy G., Nataly A. ",BOL, WIM , 1930 , 1906 , 1830 , 2000 , 9 
" Accinelli, Javier ",BOL, , 1928 , 1977 , 1896 , 1977 , 34 
" Balcazar, Jorge ",BOL, , 1928 , 0 , 0 , , 0 
" Nunez, Samuel ",BOL, , 1926 , 2011 , 1956 , 1990 , 0 
" Covarrubias, Jaime ",BOL, , 1925 , 0 , 0 , , 0 
" Hurtado, David ",BOL, , 1923 , 0 , 0 , , 0 
" Ferrufino, Boris ",BOL, CM , 1919 , 2091 , 2077 , 1972 , 262 
" Nina Apaza, Alan ",BOL, , 1919 , 0 , 0 , 1987 , 0 
" Quispe, Juan Gabriel ",BOL, , 1918 , 0 , 1911 , 1996 , 17 
" Rodriguez Rosas, Denisse ",BOL, , 1918 , 0 , 0 , 1992 , 0 
" Sanchez, Raul ",BOL, , 1918 , 0 , 1882 , 1967 , 147 
" Vargas, Emilio ",BOL, , 1914 , 0 , 0 , , 0 
" Castillo Yujra, Miguel Angel ",BOL, , 1913 , 1995 , 1953 , 1987 , 11 
" Miranda, Juan ",BOL, , 1913 , 1898 , 1891 , 1983 , 65 
" Molina, Jorge ",BOL, FM , 1912 , 0 , 0 , 1951 , 482 
" Moya, Julio Luis ",BOL, , 1911 , 0 , 0 , , 0 
" Quiroz, Talissa ",BOL, , 1911 , 0 , 0 , 1990 , 0 
" Colque, Andre ",BOL, , 1910 , 0 , 0 , , 14 
" Sagredo, Franco ",BOL, , 1910 , 0 , 1879 , 1990 , 5 
" Gutierrez Ramirez, Jhonny ",BOL, , 1909 , 0 , 0 , 1995 , 0 
" Ribera Arteaga, Miguel Yordano ",BOL, , 1908 , 0 , 1900 , 1993 , 0 
" Tapia, Mauricio ",BOL, , 1908 , 1902 , 1808 , 1993 , 42 
" Quiroga, Duberlin ",BOL, , 1906 , 0 , 0 , , 11 
" Medrano, David ",BOL, , 1904 , 0 , 0 , , 23 
" Arnez, Lennin ",BOL, , 1902 , 0 , 0 , 1963 , 0 
" Soliz, Mario ",BOL, , 1898 , 0 , 0 , , 0 
" Contreras, Oscar ",BOL, , 1897 , 0 , 0 , , 3 
" Ribera, Miguel Angel ",BOL, , 1897 , 1797 , 0 , 1997 , 0 
" Calla, Gonzalo ",BOL, , 1896 , 0 , 1896 , 1993 , 10 
" Portal, Jorge Luis ",BOL, , 1895 , 1888 , 0 , 1980 , 0 
" Vargas, Jhosua ",BOL, , 1895 , 1795 , 1901 , 1997 , 7 
" Torres, Arturo ",BOL, , 1894 , 0 , 0 , 1964 , 2 
" Mancilla Vallejos, Javier ",BOL, , 1892 , 0 , 1864 , 1961 , 0 
" Montano M., Jose ",BOL, , 1892 , 0 , 0 , , 6 
" Coro, Renan ",BOL, , 1890 , 0 , 1990 , 1993 , 39 
" Vaca, Jose Miguel ",BOL, , 1890 , 1866 , 1947 , 1995 , 0 
" Estrada, Lucia ",BOL, WIM , 1888 , 1931 , 2020 , 1993 , 145 
" Mendieta, Ariel ",BOL, , 1888 , 0 , 0 , , 0 
" Mendoza Sempertegui, Daniel ",BOL, , 1887 , 1884 , 0 , 1989 , 0 
" Molina, Jessica ",BOL, WFM , 1887 , 1787 , 1787 , 2000 , 309 
" Torrico Ramos, Alexis ",BOL, , 1887 , 1869 , 1858 , 1999 , 0 
" Lopez, Bruno ",BOL, CM , 1885 , 0 , 1785 , 1999 , 102 
" Alvarez, Marco Antonio ",BOL, , 1881 , 0 , 1787 , 1999 , 18 
" Muguertegui, Edson ",BOL, , 1881 , 0 , 1865 , 1984 , 0 
" Orias, Marcelo ",BOL, , 1881 , 1938 , 1881 , 1987 , 16 
" Abasto Chavez, Dorian Quintin ",BOL, , 1880 , 1864 , 1780 , 1997 , 22 
" Quispe, Amadeo ",BOL, , 1879 , 0 , 0 , 1970 , 2 
" Sandoval, Juan Carlos ",BOL, , 1879 , 1873 , 0 , 1967 , 0 
" Hurtado, Jorge ",BOL, , 1878 , 0 , 1860 , , 2 
" Chavez, Natalia ",BOL, , 1877 , 0 , 0 , , 0 
" Aramayo, Gabriel ",BOL, , 1876 , 0 , 1865 , 1998 , 16 
" Quino, Khssa ",BOL, , 1875 , 0 , 0 , 1993 , 4 
" Rojas, Rodrigo ",BOL, , 1874 , 0 , 1774 , 2000 , 4 
" Molina, Ruben ",BOL, , 1872 , 1929 , 1856 , 1993 , 121 
" Saavedra, Nilo ",BOL, , 1868 , 1901 , 1811 , 1946 , 43 
" Aguilar Flores, Fidel ",BOL, , 1866 , 1804 , 1766 , 1966 , 36 
" Predojevic, Borki ",BIH, GM , 2584 , 2587 , 2607 , 1987 , 1707 
" Saric, Ibro ",BIH, GM , 2542 , 2568 , 2518 , 1982 , 771 
" Nikolic, Predrag ",BIH, GM , 2536 , 2658 , 2550 , 1960 , 2911 
" Stojanovic, Dalibor ",BIH, GM , 2472 , 2511 , 2499 , 1983 , 1094 
" Maksimovic, Bojan ",BIH, IM , 2468 , 2468 , 2447 , 2002 , 1484 
" Burovic, Rijad ",BIH, IM , 2455 , 2431 , 2388 , 2000 , 318 
" Kapetanovic, Armin ",BIH, IM , 2449 , 0 , 0 , , 149 
" Tomic, Bosko ",BIH, IM , 2430 , 2479 , 2432 , 1983 , 483 
" Alilovic, Haris ",BIH, , 2409 , 0 , 0 , 1980 , 0 
" Vukic, Milan ",BIH, GM , 2392 , 2297 , 2292 , 1942 , 1778 
" Memich, Haris ",BIH, , 2390 , 0 , 0 , 1977 , 0 
" Lalic, Nedim ",BIH, FM , 2386 , 0 , 0 , 1955 , 44 
" Marjanovic, Dejan ",BIH, IM , 2383 , 2418 , 2436 , 1996 , 527 
" Savanovic, Aleksandar ",BIH, IM , 2382 , 2374 , 2406 , 1973 , 679 
" Bazdalich, Emir ",BIH, , 2381 , 0 , 0 , 1974 , 0 
" Bogut, Zeljko ",BIH, IM , 2380 , 2378 , 2308 , 1969 , 611 
